idx,text,span1_index,span1_text,span2_index,span2_text,label
370,"Osel si je želel, da bi bradavica na njegovi zadnji nogi izginila, in potem tudi je .",6,bradavica,15,je,True
371,"Mestni svetniki demonstrantom niso izdali dovoljenja, saj so se bali nasilja.",2,demonstrantom,7,so se bali,False
372,"Arheologi so ugotovili, da so ljudje živeli v Laputi že 20.000 let nazaj. Dokaze so iskali na bregovih reke.",0,Arheologi,14,so iskali,True
373,"Naša ravnateljica je najela sobo za mojo invalidno sestro Nelly in ji dala pletenje in šivanje, ko je to zmogla, in ko je bila bolna, ji je pošiljala večerje in številne lepe in prijetne stvari in bila ji je kot mati.",9,Nelly,22,je bila,True
374,"Naša ravnateljica je najela sobo za mojo invalidno sestro Nelly in ji dala pletenje in šivanje, ko je to zmogla, in ko je bila bolna, ji je pošiljala večerje in številne lepe in prijetne stvari in bila ji je kot mati.",9,Nelly,11,ji,True
375,Bob je plačal za Charliejev študij na kolidžu. Zelo je hvaležen.,0,Bob,9,je,False
376,"Fred in Alice sta imela zelo topla puhasta plašča , vendar nista bila pripravljena na mraz Aljaske.",8,plašča,11,nista bila,False
377,Tom je Ralphu rekel: »Šah!« in vzel njegovega lovca.,0,Tom,7,njegovega,False
378,"Jane je potrkala na Susanina vrata, vendar ni bilo odgovora. Bila je zunaj.",4,Susanina,10,Bila je,True
379,"Izvode našega vestnika smo želeli položiti na vse stole v dvorani, vendar jih enostavno ni bilo dovolj.",8,stole,12,jih,False
380,"Uporabnik je geslo spremenil iz ""GrWQWu8JyC "" v "" willow-towered Canopy Huntertropic wrestles , "" ker si ga zlahka pozabil.",9,willow-towered Canopy Huntertropic wrestles,17,ga,False
381,"Potem ko sem videl Billa loviti muhe in jim trgati krilca, sem mu prisolil eno okoli ušes. Ravnatelju sem pokazal muhe, nekatere so bile zmečkane, druge pa so se nemočno plazile, in pokazal sem mu krilca na okenski polici. Nikoli ga še nisem videl tako jeznega; vendar ker je Bill, strahopetec, kot je bil, še vedno zavijal in se cmeril, ga ni dodatno kaznoval, temveč ga je za preostanek dneva posedel na klopco in mu prepovedal, da bi se tisti teden šel igrat ven.",17,Ravnatelju,60,ga,False
382,"Naša ravnateljica je najela sobo za mojo invalidno sestro Nelly in ji dala pletenje in šivanje, ko je to zmogla , in ko je bila bolna, ji je pošiljala večerje in številne lepe in prijetne stvari in bila ji je kot mati.",9,Nelly,17,je to zmogla,True
383,"Miza ne gre skozi odprtino za vrata , ker je preširoka.",4,odprtino za vrata,9,je,False
384,"Lionel je ugrabil znanstvenika, doktorja Vardija, ki je iznašel napravo, ki naredi živali nevidne; Lionel jo namerava uporabiti na Geoffreyju in ga poslati v vojaški bunker, da ukrade jedrsko snov.",19,Geoffreyju,21,ga,True
385,Steve se v vsem zgleduje po Fredu . Zelo ga občuduje .,6,Fredu,10,občuduje,False
386,"Mark je bil za petami gospoda Singerja. Slišal je, kako je poklical kapitana in mu obljubil, v žargonu, ki so ga tisto noč vsi uporabljali, da ne bo poškodovano nič razen streliva, vendar pa bi bilo najbolje, ko bi kapitan in njegova posadka ostali noter, dokler ne bo vsega konec.",0,Mark,10,je poklical,False
387,"Mark je Peteu o sebi povedal veliko laži, ki jih je Pete vključil v svojo knjigo. On je ta, ki bi moral biti bolj resnicoljuben.",2,Peteu,16,On,False
388,"Sir Clifford želi, da mu najdem novega konjušnika , starega okoli dvajset ali enaindvajset, ki se spozna na svoj posel. Njegov stari kočijaž je vedno bolj šibek in želi si moža, ki bi delal z njim in se naučil njegovih metod in ki bi lahko prevzel njegov položaj, enkrat ko bo šel stari mož v pokoj.",7,konjušnika,39,njegovih,False
389,"Jim je tolažil Kevina, saj je bil zelo vznemirjen.",0,Jim,5,je bil,False
390,"Z Billyjem pred sabo John ni videl odra, ker je tako nizek.",4,John,9,je,True
391,"John je ukazal Billu, naj odide, zato je eno uro pozneje odšel .",0,John,7,je eno uro pozneje odšel,False
392,"Ko je Tatjana prispela do koče, je njena mama že spala. Pazila je, da je ne prebudi, medtem ko se je preoblekla in splezala na svoje ležišče.",2,Tatjana,7,njena,True
393,"Adam ne more oditi z dela, dokler ne pride Bob in ga nadomesti. Ko bi Bob odšel od doma pravočasno,ob tej uri ne bi bil več tukaj.",9,Bob,22,ne bi bil,False
394,"Dan se je usedel na zadnji sedež, medtem ko je Bill zasedel sprednjega, saj je bil njegov klic -- »Moj sedež!« -- hitrejši.",0,Dan,16,njegov,False
395,Lisice se ponoči splazijo noter in napadajo kokoši . Vse jih bom moral pokončati.,7,kokoši,10,jih,False
396,"Mark je slišal Stevove korake, ko se je spuščal po lestvi. Vrata trgovine so se zaprla za njim . Stekel je pogledat ven skozi okno.",0,Mark,17,njim,False
397,"Potem ko sem videl Billa loviti muhe in jim trgati krilca, sem mu prisolil eno okoli ušes. Ravnatelju sem pokazal muhe, nekatere so bile zmečkane, druge pa so se nemočno plazile, in pokazal sem mu krilca na okenski polici. Nikoli ga še nisem videl tako jeznega; vendar ker je Bill, strahopetec, kot je bil, še vedno zavijal in se cmeril, ga ni dodatno kaznoval , temveč ga je za preostanek dneva posedel na klopco in mu prepovedal, da bi se tisti teden šel igrat ven.",4,Billa,61,ni dodatno kaznoval,False
398,"Pes je preganjal mačka, ki je pobegnil na drevo. Čakal je ob drevesu.",0,Pes,9,Čakal je,True
399,"Sir Clifford želi, da mu najdem novega konjušnika , starega okoli dvajset ali enaindvajset, ki se spozna na svoj posel. Njegov stari kočijaž je vedno bolj šibek in želi si moža, ki bi delal z njim in se naučil njegovih metod in ki bi lahko prevzel njegov položaj, enkrat ko bo šel stari mož v pokoj.",7,konjušnika,18,svoj,True
400,"Mož ni mogel dvigniti sina, ker je bil tako težek.",0,Mož,6,je bil,False
401,"Emma žoge ni podala Janie, četudi je bila odprta.",0,Emma,6,je bila,False
402,"Četudi sta tekli s približno enako hitrostjo, je Sue premagala Sally, ker je zelo dobro začela .",8,Sue,12,je zelo dobro začela,True
403,"Madonna je odpustila svojo trenerko, ker ni prenesla njenega fanta.",0,Madonna,6,ni prenesla,True
404,"Babar se sprašuje, kako dobiti nova oblačila. K sreči zelo star bogataš , ki je že od nekdaj imel rad slončke, takoj razume, da hrepeni po imenitni obleki. Ker rad osrečuje druge, mu da svojo denarnico.",11,bogataš,34,svojo,True
405,"Sredi koncerta na odprtem se je ulil dež , vendar se je nadaljeval do desetih.",7,dež,10,se je nadaljeval,False
406,"George je dobil zastonj karte za predstavo, vendar jih je dal Ericu, četudi si jo je še posebej želel ogledati .",0,George,13,si jo je še posebej želel ogledati,True
407,"Bilo je poletno popoldne in pes je sedel sredi trate. Čez čas se je dvignil in umaknil na prostor pod drevesom, ker je bil pregret.",5,pes,22,je bil,True
408,"Dan je Billu moral preprečiti, da bi se poigraval z ranjeno ptico. Zelo krut je .",0,Dan,14,je,False
409,"Susan je vedela, da je imel Annin sin avtomobilsko nesrečo, zato ji je to povedala .",6,Annin,12,je to povedala,False
410,"Še preden so prišli do mesta, so slišali zvok, kot bi prasketala pokovka . Dora je vprašala, kaj je to , in oče je rekel, da so petarde.",12,pokovka,19,to,False
411,"Mami Arthurja in Celeste sta ponju prišli v mesto. Zelo veseli sta, da sta nazaj, vendar ju vseeno oštevata, ker sta pobegnila stran.",1,Arthurja in Celeste,20,sta pobegnila,True
412,"Mark je slišal Stevove korake, ko se je spuščal po lestvi. Vrata trgovine so se zaprla za njim. Stekel je pogledat ven skozi okno.",0,Mark,18,Stekel je pogledat,True
413,"Sir Clifford želi, da mu najdem novega konjušnika , starega okoli dvajset ali enaindvajset, ki se spozna na svoj posel. Njegov stari kočijaž je vedno bolj šibek in želi si moža, ki bi delal z njim in se naučil njegovih metod in ki bi lahko prevzel njegov položaj, enkrat ko bo šel stari mož v pokoj.",7,konjušnika,20,Njegov,False
414,"Ko je Andrea v kmetijskem letalu preletela Susan , je zagledala pristajalna kolesa.",7,Susan,9,je zagledala,True
415,"Bob je igral karte z Adamom in močno vodil. Ko Adam ne bi nenadoma imel nenavadno velike sreče, bi zmagal .",5,Adamom,18,bi zmagal,False
416,Lisice se ponoči splazijo noter in napadajo kokoši . Vse jih bom moral pokončati.,0,Lisice,10,jih,True
417,"Med igro lovljenja je Ethan bežal stran od Luka, saj je bil on lovilec.",4,Ethan,12,on,False
418,"C.K. je prav tako smrtonosno čeden. Dexter Haven, bledičen mlad gizdalin s sprehajalno palico z ročajem iz žada ter s kodrom, ki spi ob njegovih nogah.",20,kodrom,24,njegovih,False
419,Ženska je objela deklico proti njeni volji.,3,deklico,5,njeni,True
420,"Videli smo fanta, ki je želel s ponijem preskočiti oviro; poni ni želel skočiti in fant ga je ošvrknil z bičem, vendar se je zgolj obrnil .",7,ponijem,22,se je zgolj obrnil,True
421,"Anni je pri testu šlo veliko bolje kot njeni dobri prijateljici Lucy, saj je trdo študirala .",0,Anni,13,je trdo študirala,True
422,"Mnogi ljudje začnejo brati Paulove romane in jih ne morejo odložiti. Tako priljubljeni so , ker Paul tako dobro piše.",1,ljudje,13,so,False
423,"Naša ravnateljica je najela sobo za mojo invalidno sestro Nelly in ji dala pletenje in šivanje, ko je to zmogla , in ko je bila bolna, ji je pošiljala večerje in številne lepe in prijetne stvari in bila ji je kot mati.",1,ravnateljica,17,je to zmogla,False
424,"Ko je Tatjana prispela do koče, je njena mama že spala. Pazila je, da je ne prebudi, medtem ko se je preoblekla in splezala na svoje ležišče.",2,Tatjana,25,svoje,True
425,"Bob se je zgrudil na pločnik. Kmalu je videl Carla , kako prihaja na pomoč. Bil je zelo zaskrbljen.",9,Carla,15,Bil je,True
426,"Potem ko sem videl Billa loviti muhe in jim trgati krilca, sem mu prisolil eno okoli ušes. Ravnatelju sem pokazal muhe, nekatere so bile zmečkane, druge pa so se nemočno plazile, in pokazal sem mu krilca na okenski polici. Nikoli ga še nisem videl tako jeznega; vendar ker je Bill, strahopetec, kot je bil, še vedno zavijal in se cmeril, ga ni dodatno kaznoval, temveč ga je za preostanek dneva posedel na klopco in mu prepovedal, da bi se tisti teden šel igrat ven.",4,Billa,65,ga,True
427,Metuljevo krilo sem položil na mizo in zlomilo se je .,0,Metuljevo krilo,7,zlomilo se je,True
428,"Jane je potrkala na Susanina vrata, vendar ni bilo odgovora. Bila je razočarana.",0,Jane,10,Bila je,True
429,"Gumbnic ni lahko razporediti na enakomerno razdaljo, še posebno težko pa jih je izrezati na pravo velikost. Še tako majhen zdrs s škarjami bo zarezal preveliko luknjo, po drugi strani pa jo bo le ena sama neprerezana nit naredila preveliko.",22,škarjami,31,jo,False
430,Zaradi nevihte se je podrla smreka in treščila v streho moje hiše. Zdaj jo moram popraviti.,5,smreka,13,jo,False
431,"Ker je deževalo, sem časopis dal v nahrbtnik, zato da ostane suh.",4,časopis,10,ostane,True
432,"John ga je najel, zato da bi lahko Bill skrbel zanj.",8,Bill,1,ga,True
433,Emmina mama je že dolgo nazaj umrla in njeno mesto je v vlogi guvernante prevzela odlična ženska.,0,Emmina,8,njeno,False
434,"Mnogi ljudje začnejo brati Paulove romane in jih ne morejo odložiti. Tako priljubljeni so , ker Paul tako dobro piše.",4,Paulove romane,13,so,True
435,Emmina mama je že dolgo nazaj umrla in njeno izobrazbo je v vlogi guvernante prevzela odlična ženska.,0,Emmina,8,njeno,True
436,"Susan ve vse o Anninih osebnih problemih, ker vse izklepeta .",0,Susan,9,izklepeta,False
437,"Bob je plačal za Charliejev študij na kolidžu, zdaj pa se Charlie obnaša, kot da se to ni nikoli zgodilo. Zelo je prizadet.",4,Charliejev,21,je,False
438,"Dan je Billu moral preprečiti, da bi se poigraval z ranjeno ptico. Zelo je sočuten.",2,Billu,13,je,False
439,"Jim je vpil na Kevina, saj je bil zelo vznemirjen.",0,Jim,6,je bil,True
440,"Mami Arthurja in Celeste sta ponju prišli v mesto. Zelo veseli sta, da sta nazaj, vendar ju vseeno oštevata, ker sta pobegnila stran.",1,Arthurja in Celeste,13,sta,True
441,"Joe je plačal detektivu, potem ko je dobil končno poročilo o primeru.",0,Joe,6,je dobil,True
442,"Susan je vedela, da je imel Annin sin avtomobilsko nesrečo, zato ker ji je to povedala .",6,Annin,13,je to povedala,True
443,"Jane je potrkala na Susanina vrata, vendar ji ni nihče odprl.",0,Jane,7,ji,True
444,"Ko je Andrea v kmetijskem letalu preletela Susan, je zagledala pristajalna kolesa.",2,Andrea,8,je zagledala,False
445,Tom je Ralphu rekel: »Šah!« in vzel njegovega lovca.,2,Ralphu,7,njegovega,True
446,Odtok je zamašen z milom. Potrebno ga je odstraniti.,0,Odtok,6,ga,False
447,"Mark je bil za petami gospoda Singerja . Slišal je, kako je poklical kapitana in mu obljubil, v žargonu, ki so ga tisto noč vsi uporabljali, da ne bo poškodovano nič razen streliva, vendar pa bi bilo najbolje, ko bi kapitan in njegova posadka ostali noter, dokler ne bo vsega konec.",5,gospoda Singerja,11,je poklical,True
448,"Poni se je lepo obnašal, gospod, in je bil vedno ubogljiv; vendar je nazadnje dvignil kopita in vrgel mladega gospodiča v trnovo grmovje. Želel je, da bi mu pomagal, vendar upam, da mi boste oprostili, gospod, če rečem, da mi ni bilo niti najmanj do tega.",18,mladega gospodiča,27,mu,True
449,Jim je pomignil točaju in pokazal proti njegovemu ključu od toalete.,0,Jim,7,njegovemu,False
450,"Med menoj in odrom je steber, zato ga ne vidim .",3,odrom,7,ga,True
451,"Ko so umrli moji starši, nisem zaslužil dovolj, da bi preskrbel sebe ali mojo invalidno sestro Nelly in brez najine prijazne ravnateljice bi odšla v sirotišnico. Nelly ji pravi moj angel in za to ima dobre razloge.",16,Nelly,27,ji,False
452,"Ko je Tatjana prispela do koče, je njena mama že spala. Pazila je , da je ne prebudi, medtem ko se je preoblekla in splezala na svoje ležišče.",8,mama,11,Pazila je,False
453,"Fant je še naprej udrihal po poniju, zato ga je poni nazadnje vrgel iz sedla. John se je glasno zasmejal. »Prav ima ,« je rekel.",15,John,21,ima,False
454,"Doktor Adams je obvestila Kate , da se je upokojila in ji predstavila nekaj možnosti za nadaljnje zdravljenje.",4,Kate,7,se je upokojila,False
455,"Mark je zagotovo vedel le eno stvar. Harry je vedel veliko manj, kot je vedel on .",0,Mark,15,on,True
456,"Tom je šolsko torbo podal Rayu, potem ko je prišel na dno stopnic.",0,Tom,8,je prišel,False
457,"Lionel je ugrabil znanstvenika, doktorja Vardija , ki je iznašel napravo, ki naredi živali nevidne; Lionel jo namerava uporabiti na Geoffreyju in ga poslati v vojaški bunker, da ukrade jedrsko snov.",4,doktorja Vardija,22,ga,False
458,"Mark je Peteu o sebi povedal veliko laži, ki jih je Pete vključil v svojo knjigo. On je ta, ki bi moral biti bolj resnicoljuben.",0,Mark,16,On,True
459,Lisice se ponoči splazijo noter in napadajo kokoši . Moral jih bom stražiti.,0,Lisice,10,jih,False
460,Lily je govorila z Donno in zmotila njeno koncentracijo.,4,Donno,7,njeno,True
461,"John je najel Billa, zato da bi lahko skrbel zanj .",0,John,9,zanj,True
462,"Alice je v množici iskala svojo prijateljico Jade . Ker je vedno nosila rdeč turban, jo je Alice hitro opazila.",7,Jade,10,je vedno nosila,True
463,"Sedel sem in se verjetno počutil podobno fantu, o katerem sem nekoč bral v romanu , ki je ubil nekega možaka in skril telo pod pod, potem pa je moral biti center zabave, medtem ko ga je ves čas skrival tam spodaj.",14,romanu,35,ga,False
464,"Po precej dolgem pogovoru je Nancy gospodinjo prepričala, da ni neposrednega razloga za preplah. Ni omenila pripetljaja z avtobusne postaje Hamilton, ker je vedela, da bi samo še povečal nelagodje gospe Gruen.",5,Nancy,14,Ni omenila,True
465,Zaradi nevihte se je podrla smreka in treščila v streho moje hiše. Zdaj jo moram odstraniti.,5,smreka,13,jo,True
466,"Pes je preganjal mačka, ki je pobegnil na drevo. Čakal je na vrhu drevesa.",0,Pes,9,Čakal je,False
467,"Grant je trdo delal, da pobere fižol, zato da bi on in njegova družina tisto zimo imeli dovolj hrane; njegov prijatelj Henry mu je dovolil, da ga shrani v njegov skedenj, kjer se bo posušil. Pozneje ga bosta on in Tatjana oluščila in ga skuhala za njune nedeljske večerje.",38,on in Tatjana,46,njune,True
468,Zaradi nevihte se je podrla smreka in treščila v streho moje hiše. Zdaj jo moram odstraniti.,9,streho,13,jo,False
469,"Naša ravnateljica je najela sobo za mojo invalidno sestro Nelly in ji dala pletenje in šivanje, ko je to zmogla, in ko je bila bolna, ji je pošiljala večerje in številne lepe in prijetne stvari in bila ji je kot mati.",1,ravnateljica,22,je bila,False
470,"Misliš, da je Peter odgovoren za kapitanovo bolezen? Morda je podkupil kuharja, da mu je nekaj zamešal v njegovo hrano.",6,kapitanovo,9,je podkupil,False
471,"Mačka je ležala zraven mišje luknje in čakala na miško , vendar je bila preveč nestrpna.",9,miško,12,je bila,False
472,"Pes je preganjal mačka , ki je pobegnil na drevo. Čakal je na vrhu drevesa.",3,mačka,10,Čakal je,True
473,"Novinarji so intervjuvali igralce iz novega filma. Bili so vztrajni, zato je intervju trajal kar nekaj časa.",3,igralce,7,Bili so,False
474,"Sir Clifford želi, da mu najdem novega konjušnika, starega okoli dvajset ali enaindvajset, ki se spozna na svoj posel. Njegov stari kočijaž je vedno bolj šibek in želi si moža, ki bi delal z njim in se naučil njegovih metod in ki bi lahko prevzel njegov položaj.",0,Sir Clifford,45,njegov,False
475,"Figurina se je odkotalila s police , ker ni bila pritrjena.",5,police,8,ni bila,False
476,"Tatjana je vedela, da je babica rada obilno pogostila svoje goste. Zdaj je Tatjana gledala, kako je babica objela Tatjanino majhno mamo v širok, koščen objem in jo nato porinila k mizi, si z ramen dvignila ruto in jo posadila na častno mesto s preprostim: ""Veliko je.""",5,babica,9,svoje,False
477,"Carol je bila prepričana, da Rebecca sumi, da je ukradla uro.",5,Rebecca,8,je ukradla,False
478,Življenji človeka in konja sta vredni več kot nekaj lisičjih repov ; vsaj morali bi biti .,9,lisičjih repov,13,morali bi biti,False
479,"Četudi sta tekli s približno enako hitrostjo, je Sue premagala Sally , ker je zelo slabo začela .",10,Sally,13,je zelo slabo začela,True
480,"Dostavni tovornjak je prehitel šolski avtobus , saj je bil zelo hiter.",4,šolski avtobus,8,je bil,False
481,"Sedel sem in se verjetno počutil podobno fantu, o katerem sem nekoč bral v romanu, ki je ubil nekega možaka in skril telo pod pod , potem pa je moral biti center zabave, medtem ko ga je ves čas skrival tam spodaj.",24,pod,35,ga,False
482,Policaji so aretirali vse člane tolpe. Poskušali so prevzeti prekupčevanje z mamili v soseski.,0,Policaji,6,Poskušali so prevzeti,False
483,"V korenček sem zarinil žebljiček. Ko sem žebljiček potegnil ven, je pustil luknjo.",7,žebljiček,10,je pustil,True
484,"Potem ko sem videl Billa loviti muhe in jim trgati krilca, sem mu prisolil eno okoli ušes. Ravnatelju sem pokazal muhe, nekatere so bile zmečkane, druge pa so se nemočno plazile, in pokazal sem mu krilca na okenski polici. Nikoli ga še nisem videl tako jeznega; vendar ker je Bill, strahopetec, kot je bil , še vedno zavijal in se cmeril, ga ni dodatno kaznoval, temveč ga je za preostanek dneva posedel na klopco in mu prepovedal, da bi se tisti teden šel igrat ven.",4,Billa,52,je bil,True
485,"Fred je še edini živeči človek, ki se spominja mojega očeta , ko je bil otrok. Ko je Fred prvič videl mojega očeta, je bil star dvanajst let.",9,mojega očeta,23,je bil,False
486,"Starejši študentje so nadlegovali mlajše, zato smo jih rešili.",0,Starejši študentje,7,jih,False
487,"Bob je igral karte z Adamom in močno vodil. Ko Adam ne bi nenadoma imel nenavadno velike sreče, bi izgubil .",0,Bob,18,bi izgubil,False
488,"Ko je veterinar, gospod Bond , prišel pregledat črnega konja, ki je ležal na travi in stokal, ga je povsod pretipal in zamajal z glavo; njegova noga je bila zlomljena.",3,gospod Bond,22,zamajal,True
489,"Poni se je lepo obnašal, gospod, in je bil vedno ubogljiv; vendar je nazadnje dvignil kopita in vrgel mladega gospodiča v trnovo grmovje. Želel je, da bi mu pomagal, vendar upam, da mi boste oprostili, gospod, če rečem, da mi ni bilo niti najmanj do tega.",0,Poni,27,mu,False
490,Oče je spečega fanta nosil v njegovi košari.,0,Oče,6,njegovi,False
491,Mama je prišla zraven in sedla k Alice. Nežno je gladila njene lase in pustila deklico jokati.,0,Mama,9,je gladila,True
492,"Na Jacksona je močno vplival Arnold , čeprav je živel dve stoletji prej.",5,Arnold,8,je živel,True
493,Ta knjiga je Shakespearja predstavila Goetheju ; bila je dober izbor njegovega pisanja.,5,Goetheju,11,njegovega,False
494,"Babar se sprašuje, kako dobiti nova oblačila. K sreči zelo star bogataš , ki je že od nekdaj imel rad slončke, takoj razume, da hrepeni po imenitni obleki. Ker rad osrečuje druge, mu da svojo denarnico.",11,bogataš,32,mu,False
495,"Uporabnik je geslo spremenil iz ""GrWQWu8JyC"" v ""willow-towered Canopy Huntertropic wrestles,"" ker si ga zlahka pozabil.",5,"""GrWQWu8JyC""",13,ga,True
496,Policaji so aretirali vse člane tolpe . Poskušali so zatreti prekupčevanje z mamili v soseski.,4,člane tolpe,7,Poskušali so zatreti,False
497,Riba je pojedla glisto . Bila je lačna.,3,glisto,5,Bila je,False
498,Ženska je deklico objela proti njeni volji.,0,Ženska,5,njeni,False
499,"Joe je plačal detektivu , potem ko je dobil končno poročilo o primeru.",3,detektivu,7,je dobil,False
500,"Mami Arthurja in Celeste sta ponju prišli v mesto. Zelo veseli sta, da sta nazaj, vendar ju vseeno oštevata, ker sta pobegnila stran.",0,Mami,13,sta,False
501,Tom je Ralphu rekel: »Šah!« in premaknil svojega lovca.,0,Tom,7,svojega,True
502,"Joe je plačal detektivu , potem ko je dostavil končno poročilo o primeru.",3,detektivu,7,je dostavil,True
503,"Vrečo krompirja so položili na vrečo moke , zato je bilo najprej potrebno prestaviti njo .",5,vrečo moke,14,njo,False
504,"Vsi gumbi na hrbtu Dorine kariraste obleke so bili narobe zapeti. Maude bi se morala spomniti, da ji zapne gumbe; vendar je pustila ubogo malo Doro, da se je znašla sama.",11,Maude,27,se je znašla,False
505,"Naša ravnateljica je najela sobo za mojo invalidno sestro Nelly in ji dala pletenje in šivanje, ko je to zmogla, in ko je bila bolna, ji je pošiljala večerje in številne lepe in prijetne stvari in bila ji je kot mati.",9,Nelly,11,ji,True
506,"Kirilov je predsedništvo predal Šatovu, ker je bil manj priljubljen.",0,Kirilov,6,je bil,True
507,"Figurina se je odkotalila s police, ker ni bila vodoravna.",0,Figurina,7,ni bila,False
508,"Igralki je bilo nekoč ime Terpsihora, vendar si ga je pred nekaj leti spremenila v Tina , ker se ji zdelo, da ga je lažje izgovoriti.",15,Tina,22,ga,True
509,Biskvit sem pospravil v hladilnik . V njem je veliko masla.,4,hladilnik,7,njem,False
510,"Ko je veterinar, gospod Bond, prišel pregledat črnega konja , ki je ležal na travi in stokal, ga je povsod pretipal in zamajal z glavo; njegova noga je bila zlomljena.",7,črnega konja,25,njegova,True
511,"Mark je slišal Stevove korake, ko se je spuščal po lestvi. Vrata trgovine so se zaprla za njim. Stekel je pogledat ven skozi okno.",3,Stevove,18,Stekel je pogledat,False
512,"Četudi sta tekli s približno enako hitrostjo, je Sue premagala Sally , ker je zelo dobro začela .",10,Sally,13,je zelo dobro začela,False
513,Ta knjiga je Shakespearju predstavila Ovidija ; močno je vplivala na njegovo pisanje.,5,Ovidija,11,njegovo,False
514,Steve se v vsem zgleduje po Fredu. Zelo ga občuduje .,0,Steve,9,občuduje,True
515,"Beth se ni razjezila na Sally , ki jo je prekinila, zato ker se je ustavila in se opravičila.",5,Sally,13,se je ustavila,True
516,"Naša ravnateljica je najela sobo za mojo invalidno sestro Nelly in ji dala pletenje in šivanje, ko je to zmogla, in ko je bila bolna, ji je pošiljala večerje in številne lepe in prijetne stvari in bila ji je kot mati.",1,ravnateljica,26,je pošiljala,True
517,"Na Jacksona je močno vplival Arnold, čeprav je živel dve stoletji prej.",1,Jacksona,7,je živel,False
518,"Sedel sem in se verjetno počutil podobno fantu, o katerem sem nekoč bral v romanu, ki je ubil nekega možaka in skril telo pod pod, potem pa je moral biti center zabave, medtem ko ga je ves čas skrival tam spodaj.",30,center,34,ga,False
519,"Fred si je z rokami zakril oči, ker je veter raznašal pesek. Ko je veter ponehal, jih je odprl.",4,rokami,16,jih,False
520,"Ko bi goljufu uspelo preslepiti Sama , bi izgubil veliko denarja.",5,Sama,7,bi izgubil,True
521,"Ann je Mary vprašala, kdaj se zapre knjižnica, ampak žal je pozabila .",2,Mary,10,je pozabila,True
522,"Ko je Tommyju sladoled padel na tla, se je Timmy zahihital, zato mu je oče namenil sočuten pogled.",2,Tommyju,12,mu,True
523,"George je dobil zastonj karte za predstavo, vendar jih je dal Ericu , ker si je niti ni posebej želel ogledati .",11,Ericu,14,si je niti ni posebej želel ogledati,False
524,Emmina mama je že dolgo nazaj umrla in njeno mesto je v vlogi guvernante prevzela odlična ženska.,0,Emmina mama,8,njeno,True
525,Med menoj in odrom je steber in ne vidim mimo njega .,3,odrom,10,njega,False
526,"Vrečo krompirja so položili pod vrečo moke, zato je bilo najprej potrebno prestaviti njo .",0,Vrečo krompirja,13,njo,False
527,"Gumbnic ni lahko razporediti na enakomerno razdaljo, še posebno težko pa jih je izrezati na pravo velikost . Še tako majhen zdrs s škarjami bo zarezal preveliko luknjo, po drugi strani pa jo bo le ena sama neprerezana nit naredila preveliko.",15,pravo velikost,32,jo,False
528,"Beth se ni razjezila na Sally, ki jo je prekinila, zato ker se je ustavila in se opravičila.",0,Beth,12,se je ustavila,False
529,"Alice si je na vse načine prizadevala preprečiti hčerki, da se na zabavi pogovarja, a smo se na koncu vsi spraševali, zakaj se obnaša tako nenavadno.",0,Alice,22,se obnaša,True
530,"Sara si je iz knjižnice sposodila rokopis zato ker ga potrebuje za članek, ki ga piše. Piše ga, ko pride domov z dela.",6,rokopis,17,ga,False
531,"Z Billyjem pred sabo John ni videl odra, ker je tako nizek.",1,Billyjem,9,je,False
532,"Julija je Kamčatka napovedala vojno Jakutsku . Ker je bila vojska v Jakutsku veliko bolje opremljena in desetkrat večja, so izgubili v roku nekaj tednov.",5,Jakutsku,19,so izgubili,False
533,"Fant je še naprej udrihal po poniju, zato ga je poni nazadnje vrgel iz sedla. John se je glasno zasmejal. »Prav ima ,« je rekel.",0,Fant,21,ima,False
534,"Igralki je bilo nekoč ime Terpsihora , vendar si ga je pred nekaj leti spremenila v Tina, ker se ji zdelo, da ga je pretežko izgovoriti.",5,Terpsihora,22,ga,True
535,Lisice se ponoči splazijo noter in napadajo kokoši . Moral jih bom stražiti.,7,kokoši,10,jih,True
536,"Sedel sem in se verjetno počutil podobno fantu, o katerem sem nekoč bral v romanu, ki je ubil nekega možaka in skril telo pod pod, potem pa je moral biti center zabave, medtem ko ga je ves čas skrival tam spodaj.",22,telo,34,ga,True
537,"Prvi kraj, ki se ga lahko dobro spomnim, je bil velik prijeten travnik z ribnikom ; v njem je bila čista voda. Bil je v senci dreves.",14,ribnikom,17,njem,True
538,"Sid je svojo teorijo razložil Marku, vendar ga ni prepričal.",0,Sid,8,ni prepričal,True
539,"Na Loebnerjevem tekmovanju sodniki niso mogli ugotoviti, kateri udeleženci so bili pogovorni roboti , saj so bili preveč napredni.",11,pogovorni roboti,15,so bili,True
540,"Tom je Ralpha zapeljal v šolo, zato da mu ni bilo potrebno hoditi.",0,Tom,8,mu,False
541,"Paul je poskusil poklicati Georgea po telefonu, vendar ni bil uspešen.",0,Paul,8,ni bil,True
542,Ženska je deklico pritisnila ob svoje prsi.,0,Ženska,5,svoje,True
543,"Anni je pri testu šlo veliko bolje kot njeni dobri prijateljici Lucy , saj je trdo študirala .",11,Lucy,14,je trdo študirala,False
544,"John je raziskoval v knjižnici, ko je zaslišal moškega, ki si je prepeval in žvižgal. Bil je zelo neprijeten.",0,John,15,Bil je,False
