premise,hypothesis,label,idx
"Predsednik Bush je danes, ko je napovedal načrte za pripravo države na boj proti prihodnjemu svetovnemu valu ptičje gripe, uporabil besedišče in taktike, ki so znane iz njegovega soočenja z globalnim terorizmom.",Bush podpira globalni terorizem.,not_entailment,966
Premier Mahmoud Abbas je Izraelu ponudil &quot;roko miru&quot; po zmagi na nedeljskih predsedniških volitvah.,Mahmoud Abbas je zahteval zmago na predsedniških volitvah.,entailment,967
"G. Fitzgibbon pričakuje, da bo nekaj od 17.000 dodatnih ameriških vojakov, ki se odpravijo proti Afganistanu, okrepilo avstralske sile, ki delujejo v nevarni provinci Oruzgan na jugu. Obrambni minister je to vprašanje nameraval posebej izpostaviti ameriškemu obrambnemu ministru Robertu Gatesu. Pogovoril se je že z vodjo ameriškega centralnega poveljstva Davidom Petraeusom in direktorjem Centralne obveščevalne agencije (CIA) Leonom Panetto. General Petraeus je razpravljal o novi ameriški strategiji za Afganistan in povečanju števila vojaških sil, v katerem bo v južnih provincah, kjer so bili najbolj aktivni talibanski uporniki, razporejenih dodatnih 17.000 vojakov.",David Petraeus je direktor Cie.,not_entailment,968
"Ob nedeljskih spominih: 1939-1993 bodo izšli spomini nekdanjega kanadskega premierja Briana Mulroneyja. Na 1152 strani je opisana Mulroneyjeva različica dogodkov v času njegovega mandata. CTV bo na predvečer njegove predstavitve knjige predvajal dokumentarni film o Brianu Mulroneyju. Poleg tega mreža načrtuje, da bo v nedeljo predvajala Triumph &amp; Treachery: The Brian Mulroney Story, CTV pravi, da bo 90-minutni film najbolj popoln intervju, ki ga je nekdanji premier doslej dal, in njegov prvi obsežen intervju po odhodu s funkcije leta 1993. Francosko TVA mreža Quebeca bo pozno ponoči predvajala podoben dokumentarec izključno v francoščini.",Avstralski premier se imenuje John Howard.,not_entailment,969
"Krivec je bila doslej Nigerija, ki je preprečila, da bi bil svet popolnoma brez otroške paralize.",Polio je pod nadzorom sveta.,not_entailment,970
Mestne oblasti so odpustile kapitana strmega trajekta Staten Island.,Kapetan trajekta Staten Island ni hotel govoriti s preiskovalci.,not_entailment,971
"Po drugi strani pa članek Josepha Califana &quot;Fikcija in dejstva o legalizaciji drog&quot; opredeljuje možne socialne težave, ki bi se lahko pojavile kot posledica dekriminalizacije marihuane v kakršni koli obliki, bodisi v medicinske namene ali za rekreacijo.",Legalizacija zdravil ima koristi.,not_entailment,972
"Ordonez Reyes je Joseja Jezusa Peno, domnevnega šefa varovanja nikaraguanskega veleposlaništva v Tegucigalpi, obtožil, da je mojster atentata na komandanta Manuela Antonia Rugama, 7. januarja.",Manuela Antonia Rugama je ubil Jose Jesus Pena.,not_entailment,973
"Osempasovni most Interstate 35W na reki Mississippi v Minneapolisu v državi Minnesota se je med prometno konico zrušil na obeh straneh avtoceste nad reko Mississippi. Prejšnja poročila so navajala, da je umrlo najmanj devet ljudi, vendar je policija v Minneapolisu med tiskovno konferenco ob 7.30 po lokalnem času to popravila na štiri. Tim Dolan, šef policije v Minneapolisu, je kasneje izjavil, da &quot;je na prizorišču več ljudi [četverica] mrtvih&quot;, ni pa navedel, koliko. Vsaj 79 jih je ranjenih, najmanj 8 pa jih še vedno pogrešajo, še vedno naj bi bili v ruševinah.",V reko Mississippi pade most.,entailment,974
V večini pacifiških držav je v parlamentu zelo malo žensk.,Ženske so v parlamentu slabo zastopane.,entailment,975
"Pozno pozno v torek so oblasti v ameriški zvezni državi Teksas izvedle usmrtitev Joséja Medellina, mehiškega državljana, obsojenega zaradi posilstva in umora dveh najstniških deklet leta 1993. Usmrtitev je bila izvedena, čeprav je bila v središču mednarodnopravnega spora z ugovori Meddržavnega sodišča (ICJ) in generalnega sekretarja OZN Ban Ki Muna. 33-letni José Ernesto Medellín se je rodil v Mehiki, a se je že kot otrok preselil v ZDA. Bil je obsojen na smrt zaradi posilstva in umora dveh deklet, starih 14 in 16 let, v Houstonu v Teksasu. Po navedbah teksaškega oddelka za kazensko pravosodje so mu v torek ob 21.57 po CDT dali smrtonosno injekcijo v enoti Huntsville v Huntsvilleu.",José Medellín je bil usmrčen v zaporu v Huntsvilleu.,entailment,976
Tri medicinske sestre v eni najstarejših dunajskih bolnišnic so aretirali zaradi suma usmrtitve 35 bolnikov.,Tri dunajske medicinske sestre so osumljene zaradi usmrtitve bolnikov.,entailment,977
"El Nino je tako poimenovan, ker učinke toplejše vode ob Peruju običajno opazimo blizu božičnega časa.",El Nino je poimenovan po Peruju.,not_entailment,978
"Poplave so bile izjemne, saj so prizadele obsežno območje po Evropi od Združenega kraljestva do Španije in do vzhoda do obale Črnega morja. Gospodarske izgube so v Nemčiji znašale 9,2 milijarde EUR, v Avstriji 2,9 milijarde EUR, na Češkem pa 2,3 milijarde EUR. Skupna gospodarska škoda presega 15 milijard EUR.",Poplave v Evropi povzročajo velike gospodarske izgube.,entailment,979
"Prva polovica leta 1997 je za Vzhodni Timor na mednarodnem prizorišču leto napredka. Aprila je večina članov komisije ZN za človekove pravice podprla močno resolucijo o Vzhodnem Timorju, indonezijski vladi očitala pomanjkanje napredka na področju človekovih pravic na Vzhodnem Timorju in pozvala k konkretnim korakom za nadaljnje kršitve.",Gverilci povečujejo aktivnost v Vzhodnem Timorju.,not_entailment,980
"Lucinda Creighton je trdila, da ji ljudje zamerijo, ker je &quot;preveč ambiciozna&quot; in &quot;preveč mudi&quot;, da bi se povzpela po politični lestvici. Odkrita poslanka Fine Gael je govorila po tem, ko je burna izmenjava z Endo Kenny privedla do tega, da je prejšnji teden odšla s seje parlamentarne stranke. Creighton, ki je pri 29 letih že priznana kot potencialna prihodnja vodja Fine Gael, je oškodovalce, ki njen hiter uspeh vidijo v &quot;negativni&quot; luči, verjame, da je njen prijatelj in kolega Leo Varadkar doživel enako usodo. Gospa Creighton je v pripravah na Fine Gael Ard Fheis tudi zavrnila predloge, ki so se pojavili prejšnji teden, da jo v stranki vidijo kot &quot;ohlapen top&quot;. &quot;Zagotovo se ne štejem za ohlapne topove. Sem absolutno del ekipe Fine Gael,&quot; je dejala.",Lucinda Creighton je vodja parlamentarne stranke.,not_entailment,981
"Prejšnjo soboto sem bil navdušen nad branjem o šoli v kraju Co Antrim, ki je uvedla študij filozofije za učence od štirih let naprej. Po mnenju učiteljev in staršev se koristi čutijo daleč dlje od učilnice, &quot;ne samo v smislu večje samozavesti, motivacije in sposobnosti, ampak v večjem spoštovanju različnih pogledov drugih&quot;. Leta 1999 sem stopil skozi vrata Trinity College in se vpisal na dodiplomski študij na filozofski oddelek. Ravno sem se vrnil domov iz let, ko sem živel v drugem mestu; Pred kratkim sem bila poročena, brezposelna in diagnosticirana mi je bila duševna bolezen, za katero nisem ravno verjel. Nisem bil prepričan, ali bi se lahko spopadel.",Trinity College je bil ustanovljen leta 1999.,not_entailment,982
"Prisiljeni so živeti od drobtin, zato redovnice v hollywoodskem samostanu, ki slovi po bučnem kruhu, opozarjajo, da bodo morda morale odrezati prostor za razvoj. Grožnja zaustavitve 75-letnega samostana Angelov pod hollywoodskim napisom je sosede in pristaše spodbudila k kampanji za reševanje verskega umika s štirimi hektarji. Prostovoljci pravijo, da se bodo morda obrnili na vlažni in dišeči bučni kruh redovnic, da bi pomagali nadoknaditi denarni primanjkljaj, ki je samostanski proračun zmanjšal za več kot 70%.",Samostan angelov je bil ustanovljen pred 75 leti.,entailment,983
"Razvil je tudi dihalni test, ki bi lahko zaznal žveplove spojine, ki jih oddaja H. pylori.",H. pylori proizvaja žveplove spojine.,entailment,984
"Dva moška sta obtožena zapiranja požara Zaca, drugega največjega požara v zgodovini Kalifornije. Požar še naprej gori skozi Nacionalni gozd Los Padres in je požrl skupno 240.000 hektarjev, začelo se je 4. julija. Požar pa je zdaj pod nadzorom in naj bi ga obdržali do 4. septembra. Jose Jesus Cabrera Santa Yneza, 38, Santiago Iniguez Cervantes iz Santa Marije, 46, in družba Rancha La Lagune, za katerega so delali, so obtoženi šestih kaznivih dejanj v zvezi z zagonom požara.","Cabrera in Cervantes sta obtožena, da sta povzročila požar Zaca.",entailment,985
"Brazilija, Avstralija in Tajska so trdile, da je EU, ena največjih izvoznic na svetu, kršila kmetijska pravila STO, saj je presegla omejitve izvoznih subvencij, določene v Sporazumu STO iz leta 1994 o kmetijstvu.","Tri države so trdile, da je UE, ena največjih svetovnih izvoznic, kršila pravila odprte metode koordinacije, ko je presegla mejo subvencij za izvoz, navedeno v Sporazumu o kmetijstvu OMK iz leta 1994.",not_entailment,986
"Objava serije risank o preroku Mohamedu v københavnskem časopisu je sprožila vrsto ostrih in ponekod burnih odzivov na Bližnjem vzhodu, zaradi česar so evropski voditelji skušali položaj umiriti. Ta reakcija se je začela konec septembra 2005, ko je danski časopis Jyllands-Posten objavil ducat risank z upodobitvijo preroka Mohameda. Slike so bile od resne do komične narave; še posebej kontroverzna risanka prikazuje Mohammada z bombo, zavito v turban. Časnik s sedežem na Jutlandu navaja, da naj bi bile slike navdih za določeno raven javne razprave o podobi islama v Evropi in da njihov neposredni cilj ni nikogar užalil.",Jyllands-Posten je objavljen v Kopenhagnu.,entailment,987
"Zavod National Park Trust je opredelil 20 najpomembnejših lokacij - med njimi Blue Ridge Parkway v Severni Karolini in Virginiji ter narodni park Everglades na Floridi - kot območja z zasebno lastnino, ki jih je mogoče prodati.",Everglades National Park se nahaja na Floridi.,entailment,988
"Otroško delo je po vsem svetu najbolj razširjeno v kmetijskem sektorju, kjer se otroci pogosto uporabljajo kot nadničarji. Delajo v dolgih urah, otroci, ki delajo v kmetijstvu, so pogosto izpostavljeni škodljivim pesticidom, nevarnim strojem, obremenitvam in številnim drugim nevarnim pogojem.",Otroško delo se pogosto uporablja v Aziji.,not_entailment,989
"G. Lopez Obrador, ki je julijske predsedniške volitve izgubil za manj kot eno odstotno točko, se je razglasil za &quot;legitimnega&quot; predsednika Mehike.",G. Lopez Obrador julija ni izgubil predsedniških volitev.,not_entailment,990
"Izjava o premirju s strani Osvobodilnih tigrov Tamilskega Elama (LTTE) in njegova takojšnja zavrnitev s strani vlade poudarjata ostro situacijo, v kateri se je znašla gverilska skupina, 37 let po tem, ko je prvič prevzela orožje za tamilsko domovino in 26 let po začetku celotne vojne. Mojstri komunikacije so Tigri hitro sporočili svoje sporočilo novinarjem po vsem Colombu in tudi v tujini. Toda mnogim se je to zdelo krik obupa s strani poražencev.",Osvobodilni tigri tamilskega Elama so gverilska skupina.,entailment,991
"Francoska ministrica za pravosodje, ki se je pet dni po rojstvu vrnila na delo, da bi izgubila službo, je prejšnji teden začela politično vrnitev in sporočila, da bo kandidirala za županjo Pariza. 43-letna Rachida Dati, ki jo med &quot;Sarko-zettes&quot; že dolgo ljubijo kot predsednico Nicolasa Sarkozyja - njegove ministrice -, je izgubila samozavest in ji je bilo naloženo, naj zapusti kabinet in namesto tega kandidira za Evropski parlament. Začetek evropske volilne kampanje v svoji stranki je zanikala, da je Sarkozyjeva stvaritev, in dodala gravitacijo podobi, ki jo je imela, saj je na modni svečanosti pozirala v obleki Christian Dior, vredni 15.000 funtov.",Rachida Dati ima maroško poreklo.,not_entailment,992
Letalska družba je zdaj letela pod imenom Sabena - Belgian World Airlines.,Sabena je letalska družba.,entailment,993
"Radovedni belgijski kompromis glede plevela ima nekaj logike, tudi za državo, ki pravi, da želi zmanjšati uživanje drog. Raziskave kažejo, da je konopljo občutilo kar 40 odstotkov 10-milijonskega prebivalstva države in več kot 1 ura oddaljene meje z Nizozemsko se zdi, da je neka liberalizacija neizogibna.",Ljudje imajo lahko zakonito 40 gramov konoplje.,not_entailment,994
"Industrijsko povprečje Dow Jones se je v četrtek zaprlo na najnižji ravni v zadnjih šestih letih, saj je izgubilo 1,16% ali 89,68 točke, tako da je znašalo 7.465,95. V nekem trenutku je znotrajdnevni medvedji trg postavil najnižjo vrednost 7.447,55. To je bil najnižji konec indeksa od 9. oktobra 2002. Dow je od začetka letošnjega leta padel skoraj petnajst odstotkov.",Dow Jones je nabral točke.,not_entailment,995
"Cene surove nafte so se včeraj dvignile na nove višine, ko so se trgi odzvali na grožnjo ruskih oblasti, da bodo zaprli večino proizvodnje največje naftne družbe te države",Cene surove nafte rastejo.,entailment,996
"Sioux Ghost Shirt je bila značilnost Glasgowskega muzeja Kelvingrove več kot 100 let, preden so jo vrnili v matično deželo.",Sioux duh srajco je vrnil škotski muzej.,entailment,997
Romano Prodi se bo v vlogi predsednika Evropske komisije srečal z ameriškim predsednikom Georgeom Bushom.,George Bush je predsednik Evropske komisije.,not_entailment,998
"Raynard Kington, ameriški Nacionalni inštitut za zdravje, ki je financiral raziskavo, je dejal: &quot;Te ugotovitve dokazujejo, da imajo genetski dejavniki močno vlogo pri motnjah spektra avtizma (ASD).&quot; Podrobna analiza genov in njihovega vpliva na razvoj možganov bo verjetno prinesel boljše strategije za diagnosticiranje in zdravljenje otrok z avtizmom. &quot;Ljudje z ASD, ki vključujejo avtizem in Aspergerjev sindrom, imajo težave s socialno interakcijo, slabe komunikacijske sposobnosti in se pogosto ponavljajo.","ASD vključuje bolezni, kot sta avtizem in Aspergerjev sindrom.",entailment,999
Felipe González Márquez (rojen 5. marca 1942) je španski socialistični politik. Bil je generalni sekretar Španske socialistične delavske stranke (PSOE) med letoma 1974 in 1997.,Felipe González je španski predsednik.,not_entailment,1000
Leta 1973 so se ZDA in komunistična Kitajska dogovorile o ustanovitvi uradov za zvezo v Pekingu in Washingtonu.,Komunistična Kitajska je organizacija s sedežem v Pekingu in Washingtonu.,not_entailment,1001
"Leta 1999 je Victor Conte od kemika, ki ga je poznal, poslal dve viali novega zdravila in ga začel dajati nekaterim svojim strankam. Vključno s tem pravi Conte, ena najbolj znanih športnic v Ameriki, Marion Jones, ki je kmalu nastopila na olimpijskih igrah v Sydneyju leta 2000.",Športnice so bile osumljene dopinga.,not_entailment,1002
"Države v regiji bi prisililo, da izbirajo med ZDA in Japonsko - ali morda med Japonsko in Kitajsko. In to bi propadlo, ne glede na obljube, ki jih ima novorojeno azijsko-pacifiško gospodarsko sodelovanje (APEC) kot sredstvo za zagotavljanje ameriškega komercialnega dostopa do cvetočih pacifiških trgov. Tvegati vse to v imenu napačnega koncepta je neumno. S tem pa ne gre zanikati razumljive frustracije uprave z vztrajno velikim japonskim trgovinskim presežkom.",APEC je novonastalo azijsko-pacifiško gospodarsko sodelovanje.,entailment,1003
"28. junija 1997 je Mike Tyson v tako imenovanem boju z ugrizi ugriznil Evanderja Holyfielda za uho, ki naj bi mu bil v povračilo.",Mike Tyson je 28. junija 1997 ugriznil Evander Holyfield za uho.,entailment,1004
"Dokumenti, ki jih je revija komentirala z dne 25. aprila 2002, obdobja, v katerem je bil brazilski predsednik Fernando Henrique Cardoso.",Brazilski predsednik je Luiz Inácio Lula da Silva.,not_entailment,1005
"GM je razloge za sum industrijskega vohunjenja ugotovil s pisnimi izjavami svojih zaposlenih. Cilj bo ugotoviti, ali je bil projekt VW kopiran iz GM podatkov - bistvenega pomena za dokazovanje industrijskega vohunjenja.","Bil je primer industrijskega vohunjenja, v katerega sta bila vključena GM in VW.",entailment,1006
"Strasti, ki so obkrožale zadnjo tekmo Nemčije na nogometnem prvenstvu Eura 2004, so postale silovite, ko je ženska svojega partnerja zabila v glavo, ker ni želela gledati tekme po televiziji.",Ženska si je strastno želela ogledati nogometno prvenstvo.,not_entailment,1007
"Franz Liszt (madžarsko: Liszt Ferenc) je bil madžarsko-avstrijski virtuozni pianist in skladatelj, živel je med letoma 1811 in 1886. Liszt velja za enega največjih klavirskih virtuozov vseh časov in zagotovo najbolj znan iz devetnajstega stoletja.",Franz Liszt je živel od 1811 do 1886.,entailment,1008
"Papež Janez Pavel II., Rojen v Poljski, zaslužen za navdih za vrnitev Poljske k demokraciji po več kot 40 letih komunizma, naj bi cerkev posvetil med obiskom prihodnje poletje.",Papež Janez Pavel II. Se je rodil na Poljskem.,entailment,1009
"Naravovarstveniki se bojijo, da bi se eden najdragocenejših virov Namibije, njegova bogata divjad in zlasti ogroženi črni nosorog, soočil z veliko grožnjo zaradi krivolova.",V Afriki so nosorogi zaradi krivolova resno ogroženi.,entailment,1010
"Ministri združenja držav jugovzhodne Azije ASEAN se v Laosu zbirajo, da bi z več regionalnimi sosedami razpravljali o temah, od terorizma in ekonomske integracije do pogodb o nenapadanju.",Ministri združenja držav jugovzhodne Azije delajo za ASEAN.,not_entailment,1011
"Francoščina je materni jezik 80,9 odstotka Québeckerjev, 7,8 odstotka pa kot materni jezik navaja angleščino.",Francoščina je najbolj razširjen jezik v Québecu.,entailment,1012
"Priče napadov genocida na manjšine Tuti v Ruandi so ekstremisti Hutusi v begunskih taboriščih na jugozahodu Ruande izročili za usmrtitev, je dejal tiskovni predstavnik OZN v prestolnici Kigali.",Skupini Hutu in Tutsi sta se borili v Ruandi.,entailment,1013
"Najnovejši podatki organizacije UNAids kažejo na celino, razdeljeno na dva dela. V severni Afriki je do 0,5% prebivalstva okuženih z virusom HIV. V podsaharski Afriki ta številka znaša 8,8%, v nekaterih državah pa narašča na skoraj 40%. V štirih državah - Bocvani, Lesotu, Svaziju in Zimbabveju - je vsaj eden od treh prebivalcev HIV pozitiven.",AIDS se širi v Afriki.,entailment,1014
"Leta 1932 se je pridružil takratni ilegalni komunistični stranki in od leta 1942 na visokih vladnih in partijskih položajih, leta 1948, ko je komunistična stranka prevzela nadzor na Madžarskem, je postal notranji sekretar.",Komunistični nadzor na Madžarskem se je končal leta 1948.,not_entailment,1015
"Eksperimentira na splavu, zasidranem na reki Elbi, Alfred Nobel poskuša nitroglicerin narediti varnejše za ravnanje. Ugotovi, da dodajanje kieselgura spremeni nitroglicerin v testo, ki ga je mogoče zamesiti, in ga imenuje &quot;dinamit&quot;.",Alfred Nobel je izumitelj dinamita.,entailment,1016
AS Roma je doživela drugi domači poraz v kampanji in izgubila s 3: 2 proti 10-članski Sieni.,Sieno je premagal AS Roma.,not_entailment,1017
"Vodstveni organ Atletike, IAAF, je prejšnji teden Otteyja očistil obtožb o uporabi steroidov in odpravil dveletno prepoved, potem ko je njihov arbitražni senat dejal, da je laboratorij, pooblaščen za MOK v Lozani, nepravilno testiral Otteyjev vzorec urina.",Športnice so bile obtožene dopinga.,not_entailment,1018
Priprave na varnost so zadrževale protestnike na nedavnem vrhu G8 na otoku Sea Island (ZDA).,Demonstracije proti vrhu G8 so potekale v zalivu Sea Island.,not_entailment,1019
"Toda večina Izraelcev, vključno s tistimi, ki so bili naklonjeni prizadevanjem naseljencev, da bi si povrnili celotno ozemlje, ki je bilo del svetopisemske dežele Izrael, se je z grozo odzvala na hebronske poboje in posledično nasilje.",Hebron se nahaja 20 kilometrov južno od Jeruzalema.,not_entailment,1020
"Ko je Titanik potonil leta 1912, je umrlo več kot 1500 ljudi.",Titanik je potonil leta 1912.,entailment,1021
"Na tisoče šiitskih muslimanov se je v petek v mestu Basra na jugu zbralo, da bi podprlo novo iraško ustavo in vlado, v kateri prevladujejo šiiti.","Sunitski Arabci pravijo, da se niso pripravljeni ponovno pridružiti odboru, ki pripravlja novo iraško ustavo.",not_entailment,1022
"Les Paul, ki še naprej tedensko nastopa v newyorškem jazz klubu Iridium, je končal snemanje &quot;Les Paul &amp; Friends&quot;.",Iridium Jazz Club se nahaja v New Yorku.,entailment,1023
"Območje uporabljajo tako nomadski pastirji, ki sledijo svojim čredam in se zadržujejo v premičnih govedarskih taboriščih, kot tudi sedeči kmetje. &quot;Napadi v tej regiji so lahko delo gibanja (tuareški upornik) Niger Justice Justice (MNJ) ali pa delo malijskih razbojnikov,&quot; je za Reuters povedal varnostni vir, ki ni želel biti identificiran. Uporniki trdijo, da bogastvo, pridobljeno z velikanskimi nahajališči urana v Nigerju, ni bilo porazdeljeno enakovredno in zahtevajo večjo avtonomijo prebivalcev Tuaregov v severni regiji Agadez, kjer pridobivajo večino nigranskega urana. Od začetka vojaške kampanje MNJ v začetku leta 2007 je bilo ubitih vsaj 300 upornikov in 80 vladnih vojakov.",MNJ je skupina malijskih razbojnikov.,not_entailment,1024
"Ko je Berlinski zid padel v začetku novembra 1989, sta se vzhodni in zahodni del Berlina združila in ustvarila tretje največje mesto v Evropi s približno 3 milijoni prebivalcev.",Berlinski zid je bil porušen novembra 1989.,entailment,1025
"Indija in Pakistan sta se dogovorila, da bosta v zaporih drug drugega izpustili na stotine ribičev in drugih civilistov, kar je ukrep dobre volje, ki je del mirovnega procesa med državama.","Indija in Pakistan sta se odločila, da bosta v zaporih drug drugega osvobodili na stotine civilnih zapornikov.",entailment,1026
"Ustanovitelj Wikipedije Jimmy Wales je bil obtožen urejanja strani v enciklopediji v zameno za donacijo fundaciji Wikimedia. V članku, objavljenem v torek, je Sydney Morning Herald poročal, da je nekdanji računalniški znanstvenik Novell Jeff Merkey trdil, da je Wales v njegovem imenu uredil svoj članek v zameno za donacijo fundaciji Wikimedia. Novica je pozneje v torek prišla na spletno stran Slashdot, kjer so incident poimenovali &quot;DonorGate&quot;.",Bralci spletnih enciklopedij lahko urejajo vsebino.,not_entailment,1027
"Moogov sintetizator, ki nosi njegovo ime, je revolucioniral glasbo od šestdesetih let dalje in so ga uporabljale skupine, kot sta The Beatles in The Doors.",Moogove inštrumente so med drugim uporabljali The Beatles in The Doors.,entailment,1028
"S polovico preštetih glasov ima ANC 66% glasov. Njen najbližji tekmec, Demokratično zavezništvo, ima 16%, ANC-jeva skupina Kongresov ljudi pa z 8%. Rezultati bodo videli, da bo vodja ANC Jacob Zuma izvoljen za predsednika Južne Afrike, ko se bo maja maja ponovno sestala državna skupščina. Prav tako potekajo provincialne volitve in ANC verjetno izgubi oblast v provinci Zahodni Rt zaradi demokratičnega zavezništva. To je prvič, da je opozicijska stranka od konca apartheida dobila nadzor nad deželnim parlamentom. Predvolilna kampanja se je osredotočila na kriminal, revščino in primernost Zume za predsednika. Zuma je bil leta 2006 oproščen posilstva, obtožbe zoper njega pa so bile umaknjene tik pred volitvami, potem ko so tožilci ugotovili, da so bile obtožbe politično motivirane.",Jacob Zuma je vodja stranke ANC.,entailment,1029
"Poročilo, ki ga je objavila ameriška uprava za zlorabo substanc in duševno zdravje, je primerjalo statistiko zlorabe substanc iz njihove najnovejše raziskave leta 2004 s statistiko, zbrano leta 2002. Temeljilo je na intervjujih več kot 135.000 ljudi. Po vsej državi je stopnja pitja mladoletnikov v glavnem ostala nespremenjena, v Kaliforniji pa se je povečala s 15,28 odstotka kalifornijskih otrok med 12 in 17 leti, ki so povedali, da so alkohol uživali v prejšnjem mesecu leta 2002, na 16,81 odstotka, ki so trdili, da je imel leta 2004. Popivanje, opredeljeno kot pitje petih ali več pijač ob isti priložnosti (tj. istočasno ali v nekaj urah) vsaj en dan v zadnjih 30 dneh, je poročal 10.27. odstotkov otrok v letu 2004, v primerjavi z 9,16 odstotki, ki so trdili, da so se leta 2002 popili.",Ljudje bodo verjetno začeli kaditi tobak v mladosti.,not_entailment,1030
"Čarovniška ura je minila in Potterjevi oboževalci so se v soboto zlili v knjigarne po vsem svetu in pobrali kopije zadnjega obroka v seriji, ki se obeta najhitreje prodajana knjiga v zgodovini.",Ljubitelji lončarjev so hiteli kupovati knjigo.,entailment,1031
"Microsoft Corp. in Intel Corp. sta v ponedeljek svojo težo postavila za naslednjo generacijo HD DVD-formata, ki ga promovira Toshiba Corp., v udarec za Blu-ray format Sony Corp.",Toshiba Corp. je partner družbe Sony Corp.,not_entailment,1032
"Japonska invazija na Mandžurijo leta 1931 in njihov morebitni napad na Kitajsko leta 1937 sta privedla tudi do tega, da velika območja Kitajske niso pod nadzorom Chianga.",Japonci so leta 1931 zavzeli Mandžurijo in leta 1937 začeli vojno proti Kitajski.,entailment,1033
"Titanik je potonil leta 1912, ko je na prvem potovanju iz angleškega Southamptona v New York udaril v ledeno goro.",Titanik je potonil leta 1912.,entailment,1034
"Vedno sem rekel, da je najbližji, s katerim se bom kdaj srečal, z Gandijem, preprosto ga ne ovira nobena ovira ali argument, je dejal Bill Clapp, dedič bogastva Weyerhaeuser in ustanovitelj Globalnega partnerstva, mikrofinančne skupine v Seattlu, ki sodeluje z Grameen v Srednji Ameriki.",Bill Clapp je ustanovitelj Global Partnerships.,entailment,1035
"Sestavni indeks filipinske borze se je zvišal za 0,1 odstotka na 1573,65.",Sestavljeni indeks filipinske borze se je znižal.,not_entailment,1036
"Prvotno prizadetih 31 držav je: (po abecedi): Aljaska, Alabama, Arizona, Arkansas, Kalifornija, Colorado, Georgia, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Michigan, Missouri, Mississippi, Montana, Nebraska, Nevada , Nova Mehika, Severna Karolina, Ohio, Oregon, Južna Karolina, Tennessee, Teksas, Utah, Virginia, Washington, Zahodna Virginia in Wyoming. Znaki salmonele vključujejo vročino, drisko, slabost, bruhanje in bolečine v trebuhu. Najbolj ranljivi so mladi, starejši ali tisti z že ogroženim zdravstvenim stanjem. Ta odpoklic sledi dolgemu seznamu odpoklicanih izdelkov, povezanih z arašidi, arašidovim maslom in sladkarijami, ki so konec januarja povzročile izbruh salmonele.",Nebraska ni daleč od Zahodne Virginije in Wyominga.,not_entailment,1037
"Accardo je leta 1971 ustanovil Settimane Musicali Internazionali v Neaplju in godalni festival Cremona, leta 1996 pa je ponovno ustanovil Orchestra da Camera Italiana (OCI), katerega člani so najboljši učenci akademije Walter Stauffer.",Accardo je bil član akademije Walter Stauffer.,not_entailment,1038
"Tako kot korporativni logotipi je tudi uho v zajedevalni čokoladi upodobitev slastnega boksarskega incidenta leta 1997, ko je razjarjeni Mike Tyson ugriznil Holyfielda za uho.",Mike Tyson je leta 1997 ugriznil Holyfielda za uho.,entailment,1039
"Medicare bo z loterijo izbral 10 odstotkov tistih, ki se prijavijo do 16. avgusta, da začnejo prejemati ugodnosti od 1. septembra.","Medicare bo izbral 10 odstotkov prosilcev, ki bodo prejeli ugodnosti do 16. avgusta.",not_entailment,1040
"Skoraj 27 let je minilo, odkar je Nicole, takrat srednješolka iz pokrajine Saarland v skrajni zahodni Nemčiji, na odru na tekmovanju za pesem Evrovizije, ki je potekalo v Harrogateu v severnem Yorkshiru v Združenem kraljestvu, na odru zapela iskreno prošnjo za mir v svetu. To preprosto sporočilo je bilo zavito z uspehom; postala je prva Nemka v zgodovini tekmovanja, ki je domov odnesla glavno nagrado. Pesem je bila zamisel njenega nekdanjega producenta plošče Ralpha Siegla in bi bila njihov največji dosežek v skoraj tri desetletjih partnerstva.",Nicole je zmagala na Evroviziji.,entailment,1041
"Popivanje med mladimi ženskami narašča in s seboj prinaša številne zdravstvene posledice, vključno s fetalnim alkoholnim sindromom.","Mlade ženske več pijejo, kar lahko privede do zdravstvenega tveganja fetalnega alkoholnega sindroma.",entailment,1042
"Nove raziskave kažejo, da se je močno povečalo število iznakaženih kožnih rakov, zlasti pri ženskah, mlajših od 40 let, kar zagotavlja več dokazov, da mladi ne upoštevajo opozoril o nevarnostih porjavitve.",Strojenje lahko povzroči raka kože.,entailment,1043
"Tekom dni je banka iz navidezne moči prešla v bankrot. Barings je bila najstarejša britanska trgovska banka. Financirala je napoleonske vojne, nakup v Louisiani in kanal Erie. Barings je bila kraljičina banka.",Barings je bila najstarejša britanska trgovska banka.,entailment,1044
"Na potovanju je šlo za tisto, česar ni storil, kar je bilo predolgo za mnoge vojake - obiskati tisoče vojakov in žensk, ki so se borili v vojni na jugu Afganistana.",Vojaki in ženske se borijo v vojni na jugu Afganistana.,entailment,1045
"General Maza Marquez je dejal, da dejstvo, da se ponuja plačilo za ujetje Pabla Escobarja, še ne pomeni, da se ne iščejo druge osebe, obtožene, da so mapoji mafije, in da če je kdo pridržan v zvezi s preiskavo umor Luisa Carlosa Galana je izpuščen, kar ne pomeni, da preiskave ne potekajo dobro.",Luisa so ubili mapoji.,not_entailment,1046
